date,open,high,low,close
2024-05-21T15:15:00+05:30,116.1,116.35,115.9,116.1
2024-05-22T09:15:00+05:30,116.8,116.9,115.7,116.7
2024-05-22T09:30:00+05:30,116.7,116.8,115.5,115.75
2024-05-22T09:45:00+05:30,115.65,116.0,114.9,115.9
2024-05-22T10:00:00+05:30,115.9,116.1,115.65,115.9
2024-05-22T10:15:00+05:30,115.9,116.2,115.75,116.05
2024-05-22T10:30:00+05:30,116.05,116.7,115.95,116.45
2024-05-22T10:45:00+05:30,116.45,116.5,116.3,116.4
2024-05-22T11:00:00+05:30,116.4,116.5,116.15,116.45
2024-05-22T11:15:00+05:30,116.45,116.45,116.1,116.2
2024-05-22T11:30:00+05:30,116.2,116.3,115.85,116.2
2024-05-22T11:45:00+05:30,116.2,116.45,116.15,116.3
2024-05-22T12:00:00+05:30,116.3,116.45,116.1,116.3
2024-05-22T12:15:00+05:30,116.3,116.4,116.0,116.3
2024-05-22T12:30:00+05:30,116.3,116.3,116.0,116.05
2024-05-22T12:45:00+05:30,116.05,116.4,116.0,116.35
2024-05-22T13:00:00+05:30,116.35,116.35,115.6,115.9
2024-05-22T13:15:00+05:30,115.8,116.35,115.8,116.35
2024-05-22T13:30:00+05:30,116.4,116.4,116.05,116.35
2024-05-22T13:45:00+05:30,116.25,116.35,116.05,116.35
2024-05-22T14:00:00+05:30,116.35,116.55,116.15,116.3
2024-05-22T14:15:00+05:30,116.3,116.45,116.15,116.2
2024-05-22T14:30:00+05:30,116.25,116.35,116.05,116.35
2024-05-22T14:45:00+05:30,116.35,116.35,115.7,115.8
2024-05-22T15:00:00+05:30,115.8,116.2,115.75,116.1
2024-05-22T15:15:00+05:30,116.15,116.15,115.8,116.1
2024-05-23T09:15:00+05:30,116.85,118.35,116.5,117.6
2024-05-23T09:30:00+05:30,117.6,117.9,117.4,117.75
2024-05-23T09:45:00+05:30,117.75,118.0,117.45,117.95
2024-05-23T10:00:00+05:30,117.95,118.45,117.85,118.1
2024-05-23T10:15:00+05:30,118.1,118.5,117.95,118.3
2024-05-23T10:30:00+05:30,118.3,118.65,117.5,117.8
2024-05-23T10:45:00+05:30,117.85,117.85,117.4,117.6
2024-05-23T11:00:00+05:30,117.6,117.9,117.55,117.7
2024-05-23T11:15:00+05:30,117.7,117.85,117.65,117.7
2024-05-23T11:30:00+05:30,117.75,117.9,117.7,117.8
2024-05-23T11:45:00+05:30,117.75,117.8,117.5,117.75
2024-05-23T12:00:00+05:30,117.75,117.8,117.6,117.6
2024-05-23T12:15:00+05:30,117.65,117.95,117.6,117.8
2024-05-23T12:30:00+05:30,117.8,117.9,117.5,117.6
2024-05-23T12:45:00+05:30,117.6,117.65,117.4,117.5
2024-05-23T13:00:00+05:30,117.45,117.6,117.25,117.35
2024-05-23T13:15:00+05:30,117.3,117.5,117.1,117.45
2024-05-23T13:30:00+05:30,117.45,117.5,117.25,117.45
2024-05-23T13:45:00+05:30,117.45,117.7,117.25,117.65
2024-05-23T14:00:00+05:30,117.65,117.9,117.6,117.8
2024-05-23T14:15:00+05:30,117.8,117.8,117.6,117.65
2024-05-23T14:30:00+05:30,117.75,117.75,117.3,117.6
2024-05-23T14:45:00+05:30,117.6,117.65,117.15,117.4
2024-05-23T15:00:00+05:30,117.35,118.05,117.25,117.65
2024-05-23T15:15:00+05:30,117.6,117.85,117.55,117.8
2024-05-24T09:15:00+05:30,118.1,118.75,117.5,118.7
2024-05-24T09:30:00+05:30,118.7,118.7,118.0,118.3
2024-05-24T09:45:00+05:30,118.3,118.35,117.75,118.1
2024-05-24T10:00:00+05:30,118.1,118.1,117.4,117.65
2024-05-24T10:15:00+05:30,117.65,118.5,117.5,118.45
2024-05-24T10:30:00+05:30,118.45,118.55,118.35,118.4
2024-05-24T10:45:00+05:30,118.5,118.55,118.4,118.55
2024-05-24T11:00:00+05:30,118.5,118.55,118.3,118.45
2024-05-24T11:15:00+05:30,118.45,118.5,118.3,118.4
2024-05-24T11:30:00+05:30,118.4,118.45,118.1,118.2
2024-05-24T11:45:00+05:30,118.15,118.3,118.1,118.15
2024-05-24T12:00:00+05:30,118.2,118.25,118.0,118.1
2024-05-24T12:15:00+05:30,118.1,118.2,117.9,118.15
2024-05-24T12:30:00+05:30,118.2,118.2,117.95,118.1
2024-05-24T12:45:00+05:30,118.05,118.35,118.0,118.3
2024-05-24T13:00:00+05:30,118.3,118.4,118.2,118.25
2024-05-24T13:15:00+05:30,118.25,118.35,118.15,118.25
2024-05-24T13:30:00+05:30,118.3,118.4,118.25,118.25
2024-05-24T13:45:00+05:30,118.3,118.35,118.05,118.1
2024-05-24T14:00:00+05:30,118.15,118.2,118.0,118.05
2024-05-24T14:15:00+05:30,118.0,118.1,117.6,117.65
2024-05-24T14:30:00+05:30,117.65,117.75,117.35,117.7
2024-05-24T14:45:00+05:30,117.65,117.7,117.2,117.25
2024-05-24T15:00:00+05:30,117.3,117.45,116.9,117.2
2024-05-24T15:15:00+05:30,117.25,117.35,117.1,117.3
2024-05-27T09:15:00+05:30,117.95,118.1,117.3,118.05
2024-05-27T09:30:00+05:30,118.1,118.15,117.6,117.85
2024-05-27T09:45:00+05:30,117.85,117.85,115.7,115.9
2024-05-27T10:00:00+05:30,115.95,116.4,115.75,116.2
2024-05-27T10:15:00+05:30,116.15,116.5,116.0,116.25
2024-05-27T10:30:00+05:30,116.25,116.75,116.2,116.75
2024-05-27T10:45:00+05:30,116.7,116.75,116.4,116.6
2024-05-27T11:00:00+05:30,116.6,116.65,116.4,116.5
2024-05-27T11:15:00+05:30,116.45,116.65,116.4,116.6
2024-05-27T11:30:00+05:30,116.6,116.7,116.5,116.6
2024-05-27T11:45:00+05:30,116.6,116.9,116.5,116.85
2024-05-27T12:00:00+05:30,116.9,117.4,116.8,117.15
2024-05-27T12:15:00+05:30,117.15,117.95,117.1,117.9
