date,open,high,low,close
2024-05-21T15:15:00+05:30,830.4,832.2,829.05,830.0
2024-05-22T09:15:00+05:30,826.55,826.65,821.5,825.0
2024-05-22T09:30:00+05:30,825.05,825.25,818.8,819.75
2024-05-22T09:45:00+05:30,819.75,821.25,816.25,820.9
2024-05-22T10:00:00+05:30,820.9,821.7,819.0,820.5
2024-05-22T10:15:00+05:30,820.35,820.85,817.6,818.4
2024-05-22T10:30:00+05:30,818.4,819.75,816.8,818.0
2024-05-22T10:45:00+05:30,818.0,818.35,816.75,817.35
2024-05-22T11:00:00+05:30,817.4,817.55,815.1,816.25
2024-05-22T11:15:00+05:30,816.3,816.8,815.2,815.85
2024-05-22T11:30:00+05:30,815.9,816.3,813.55,815.65
2024-05-22T11:45:00+05:30,815.6,817.0,815.2,816.35
2024-05-22T12:00:00+05:30,816.3,818.9,816.1,818.55
2024-05-22T12:15:00+05:30,818.55,820.0,818.2,818.95
2024-05-22T12:30:00+05:30,818.9,819.0,816.4,816.75
2024-05-22T12:45:00+05:30,817.0,818.2,816.7,817.3
2024-05-22T13:00:00+05:30,817.2,817.6,815.75,816.55
2024-05-22T13:15:00+05:30,816.55,818.5,816.35,818.35
2024-05-22T13:30:00+05:30,818.35,818.4,815.1,815.95
2024-05-22T13:45:00+05:30,815.9,818.35,815.3,817.7
2024-05-22T14:00:00+05:30,818.0,819.45,816.5,817.35
2024-05-22T14:15:00+05:30,817.35,818.95,817.0,818.05
2024-05-22T14:30:00+05:30,817.8,819.7,817.75,819.2
2024-05-22T14:45:00+05:30,819.0,819.7,815.5,816.75
2024-05-22T15:00:00+05:30,816.75,819.5,816.45,819.1
2024-05-22T15:15:00+05:30,819.1,820.5,818.3,818.75
2024-05-23T09:15:00+05:30,824.6,826.7,822.0,823.15
2024-05-23T09:30:00+05:30,823.3,827.45,823.0,826.1
2024-05-23T09:45:00+05:30,826.3,829.5,824.3,828.7
2024-05-23T10:00:00+05:30,828.75,829.9,825.9,827.35
2024-05-23T10:15:00+05:30,827.45,834.4,826.8,833.25
2024-05-23T10:30:00+05:30,833.35,835.5,830.0,831.2
2024-05-23T10:45:00+05:30,831.25,832.7,830.05,831.3
2024-05-23T11:00:00+05:30,831.35,832.4,831.1,831.3
2024-05-23T11:15:00+05:30,831.25,832.9,831.25,832.7
2024-05-23T11:30:00+05:30,832.6,833.4,832.0,832.2
2024-05-23T11:45:00+05:30,832.3,832.75,830.25,831.75
2024-05-23T12:00:00+05:30,831.95,832.25,830.2,831.5
2024-05-23T12:15:00+05:30,831.6,832.75,831.5,832.2
2024-05-23T12:30:00+05:30,832.15,834.0,831.45,833.9
2024-05-23T12:45:00+05:30,833.9,834.2,831.85,832.0
2024-05-23T13:00:00+05:30,831.95,832.75,828.65,829.45
2024-05-23T13:15:00+05:30,829.5,832.5,828.8,831.65
2024-05-23T13:30:00+05:30,831.4,831.85,829.25,830.6
2024-05-23T13:45:00+05:30,830.6,832.2,829.55,830.9
2024-05-23T14:00:00+05:30,830.95,832.5,830.9,832.4
2024-05-23T14:15:00+05:30,832.4,834.0,832.0,832.65
2024-05-23T14:30:00+05:30,832.5,832.95,830.8,831.15
2024-05-23T14:45:00+05:30,831.15,832.6,830.5,832.2
2024-05-23T15:00:00+05:30,832.0,833.75,832.0,832.55
2024-05-23T15:15:00+05:30,832.6,833.4,828.95,829.85
2024-05-24T09:15:00+05:30,829.95,838.8,829.0,838.25
2024-05-24T09:30:00+05:30,838.4,841.25,836.55,839.4
2024-05-24T09:45:00+05:30,839.45,840.95,838.35,839.3
2024-05-24T10:00:00+05:30,839.1,840.0,836.2,836.2
2024-05-24T10:15:00+05:30,836.2,839.7,836.0,838.0
2024-05-24T10:30:00+05:30,837.95,839.0,837.1,837.2
2024-05-24T10:45:00+05:30,837.15,838.4,836.3,837.4
2024-05-24T11:00:00+05:30,837.25,837.8,834.2,834.75
2024-05-24T11:15:00+05:30,834.85,837.2,834.7,836.1
2024-05-24T11:30:00+05:30,836.2,836.9,833.05,833.7
2024-05-24T11:45:00+05:30,833.7,836.0,833.4,835.6
2024-05-24T12:00:00+05:30,835.75,836.7,834.3,835.95
2024-05-24T12:15:00+05:30,836.0,836.5,834.05,835.0
2024-05-24T12:30:00+05:30,835.0,835.8,834.25,835.05
2024-05-24T12:45:00+05:30,835.0,836.4,834.25,836.15
2024-05-24T13:00:00+05:30,836.1,837.95,835.2,835.7
2024-05-24T13:15:00+05:30,835.6,836.55,834.9,835.25
2024-05-24T13:30:00+05:30,835.35,836.0,834.5,835.05
2024-05-24T13:45:00+05:30,835.35,835.4,832.15,833.75
2024-05-24T14:00:00+05:30,833.7,834.5,833.25,833.65
2024-05-24T14:15:00+05:30,833.65,834.95,831.25,831.9
2024-05-24T14:30:00+05:30,831.75,832.75,830.5,831.45
2024-05-24T14:45:00+05:30,831.3,831.65,829.6,830.3
2024-05-24T15:00:00+05:30,830.4,830.55,827.6,828.8
2024-05-24T15:15:00+05:30,828.8,829.05,827.0,828.0
2024-05-27T09:15:00+05:30,832.6,833.0,828.2,831.9
2024-05-27T09:30:00+05:30,831.9,832.9,830.0,832.2
2024-05-27T09:45:00+05:30,832.2,832.5,824.65,825.25
2024-05-27T10:00:00+05:30,825.25,829.25,823.0,827.4
2024-05-27T10:15:00+05:30,827.4,830.6,826.9,829.35
2024-05-27T10:30:00+05:30,829.3,831.0,828.35,830.95
2024-05-27T10:45:00+05:30,830.75,831.0,829.3,830.5
2024-05-27T11:00:00+05:30,830.45,830.8,829.3,829.5
2024-05-27T11:15:00+05:30,829.5,830.05,828.5,828.85
2024-05-27T11:30:00+05:30,828.95,829.95,828.1,829.4
2024-05-27T11:45:00+05:30,829.7,834.4,829.35,834.1
2024-05-27T12:00:00+05:30,834.4,836.9,833.4,835.35
2024-05-27T12:15:00+05:30,835.4,838.0,834.65,837.9
2024-05-27T12:30:00+05:30,837.9,838.7,835.85,836.1
2024-05-27T12:45:00+05:30,836.15,836.85,834.5,835.25
2024-05-27T13:00:00+05:30,835.45,836.9,835.1,836.5
2024-05-27T13:15:00+05:30,836.45,837.5,835.8,836.0
2024-05-27T13:30:00+05:30,836.0,836.5,835.25,836.3
2024-05-27T13:45:00+05:30,836.3,837.2,835.4,836.9
2024-05-27T14:00:00+05:30,836.9,837.0,835.8,836.7
2024-05-27T14:15:00+05:30,836.7,838.0,835.6,838.0
2024-05-27T14:30:00+05:30,838.0,839.4,835.5,835.6
2024-05-27T14:45:00+05:30,835.55,836.95,832.5,834.4
2024-05-27T15:00:00+05:30,834.4,837.5,830.7,834.05
2024-05-27T15:15:00+05:30,833.85,834.95,832.1,833.35
2024-05-28T09:15:00+05:30,835.4,840.7,834.05,838.5
2024-05-28T09:30:00+05:30,838.5,838.55,832.25,834.25
2024-05-28T09:45:00+05:30,834.25,835.2,833.05,834.2
