date,open,high,low,close
2024-05-21T15:15:00+05:30,462.25,462.85,459.9,461.0
2024-05-22T09:15:00+05:30,467.15,469.8,464.5,468.4
2024-05-22T09:30:00+05:30,468.4,469.4,462.5,462.85
2024-05-22T09:45:00+05:30,462.55,472.45,462.5,470.7
2024-05-22T10:00:00+05:30,470.65,479.45,468.9,473.35
2024-05-22T10:15:00+05:30,473.0,476.35,472.45,475.25
2024-05-22T10:30:00+05:30,475.0,475.75,469.0,469.9
2024-05-22T10:45:00+05:30,469.5,474.95,469.25,474.65
2024-05-22T11:00:00+05:30,474.9,476.3,474.15,474.95
2024-05-22T11:15:00+05:30,474.95,475.4,472.9,475.0
2024-05-22T11:30:00+05:30,474.8,476.9,474.55,475.25
2024-05-22T11:45:00+05:30,475.25,475.9,473.1,475.0
2024-05-22T12:00:00+05:30,475.15,475.5,474.15,474.55
2024-05-22T12:15:00+05:30,474.6,475.5,474.4,475.0
2024-05-22T12:30:00+05:30,475.15,477.5,471.2,472.55
2024-05-22T12:45:00+05:30,472.55,475.8,472.25,475.0
2024-05-22T13:00:00+05:30,475.3,475.45,473.1,473.25
2024-05-22T13:15:00+05:30,473.25,474.55,469.3,470.0
2024-05-22T13:30:00+05:30,469.65,471.2,469.1,470.95
2024-05-22T13:45:00+05:30,471.0,471.95,469.9,470.45
2024-05-22T14:00:00+05:30,470.65,470.65,467.0,467.05
2024-05-22T14:15:00+05:30,467.55,468.35,467.05,467.55
2024-05-22T14:30:00+05:30,467.55,468.0,467.1,467.15
2024-05-22T14:45:00+05:30,467.55,473.0,467.1,470.3
2024-05-22T15:00:00+05:30,470.3,471.55,467.55,467.8
2024-05-22T15:15:00+05:30,467.8,471.3,467.1,471.0
2024-05-23T09:15:00+05:30,475.7,476.0,465.05,469.25
2024-05-23T09:30:00+05:30,469.25,469.5,461.1,465.8
2024-05-23T09:45:00+05:30,465.2,471.0,465.15,466.3
2024-05-23T10:00:00+05:30,466.3,467.55,464.95,465.85
2024-05-23T10:15:00+05:30,465.65,468.05,465.5,467.5
2024-05-23T10:30:00+05:30,467.5,467.8,463.45,464.1
2024-05-23T10:45:00+05:30,464.7,466.6,463.85,465.35
2024-05-23T11:00:00+05:30,465.35,465.9,464.7,464.95
2024-05-23T11:15:00+05:30,464.95,468.9,464.75,467.7
2024-05-23T11:30:00+05:30,467.25,468.8,466.35,467.95
2024-05-23T11:45:00+05:30,468.35,468.45,467.0,467.3
2024-05-23T12:00:00+05:30,467.2,467.5,465.1,465.1
2024-05-23T12:15:00+05:30,465.1,466.45,464.3,465.95
2024-05-23T12:30:00+05:30,465.55,466.25,465.35,465.85
2024-05-23T12:45:00+05:30,466.0,466.05,464.75,465.25
2024-05-23T13:00:00+05:30,464.85,465.85,464.55,465.05
2024-05-23T13:15:00+05:30,465.35,469.45,465.0,468.1
2024-05-23T13:30:00+05:30,468.1,473.1,467.8,472.8
2024-05-23T13:45:00+05:30,472.55,473.9,470.05,471.0
2024-05-23T14:00:00+05:30,471.0,471.9,470.3,471.7
2024-05-23T14:15:00+05:30,471.7,473.2,470.3,473.0
2024-05-23T14:30:00+05:30,473.0,473.0,470.5,471.1
2024-05-23T14:45:00+05:30,471.0,472.0,470.5,471.85
2024-05-23T15:00:00+05:30,471.7,472.0,468.3,469.25
2024-05-23T15:15:00+05:30,469.7,470.0,465.25,469.35
2024-05-24T09:15:00+05:30,472.5,479.2,460.5,467.0
2024-05-24T09:30:00+05:30,466.7,467.2,463.0,464.25
2024-05-24T09:45:00+05:30,464.25,466.2,461.0,465.95
2024-05-24T10:00:00+05:30,465.95,467.3,462.6,463.5
2024-05-24T10:15:00+05:30,463.2,463.95,462.3,463.35
2024-05-24T10:30:00+05:30,463.3,463.95,462.8,463.1
2024-05-24T10:45:00+05:30,463.1,464.9,462.75,464.3
2024-05-24T11:00:00+05:30,464.1,464.3,462.3,463.15
2024-05-24T11:15:00+05:30,463.15,463.5,462.3,463.3
2024-05-24T11:30:00+05:30,463.3,463.85,462.7,463.05
2024-05-24T11:45:00+05:30,463.25,463.45,462.65,463.15
2024-05-24T12:00:00+05:30,463.4,463.65,462.85,463.1
2024-05-24T12:15:00+05:30,463.3,464.0,461.0,461.8
2024-05-24T12:30:00+05:30,461.55,463.15,461.0,462.6
2024-05-24T12:45:00+05:30,462.6,463.2,461.95,462.5
2024-05-24T13:00:00+05:30,462.5,463.1,462.15,462.9
2024-05-24T13:15:00+05:30,462.7,464.5,461.8,462.7
2024-05-24T13:30:00+05:30,462.5,462.95,462.0,462.85
2024-05-24T13:45:00+05:30,462.8,462.8,462.2,462.5
2024-05-24T14:00:00+05:30,462.5,462.75,462.0,462.35
2024-05-24T14:15:00+05:30,462.3,462.4,462.0,462.0
2024-05-24T14:30:00+05:30,462.3,462.55,461.75,462.4
2024-05-24T14:45:00+05:30,462.3,462.4,461.7,462.0
2024-05-24T15:00:00+05:30,462.1,463.0,462.0,462.4
2024-05-24T15:15:00+05:30,462.75,463.75,460.0,462.0
2024-05-27T09:15:00+05:30,464.0,464.7,452.0,454.65
2024-05-27T09:30:00+05:30,454.55,456.75,454.45,455.55
2024-05-27T09:45:00+05:30,455.3,456.0,452.0,452.95
2024-05-27T10:00:00+05:30,452.95,455.65,452.55,454.6
2024-05-27T10:15:00+05:30,454.6,455.5,453.25,455.05
2024-05-27T10:30:00+05:30,455.05,455.5,454.55,455.05
2024-05-27T10:45:00+05:30,455.0,455.7,454.5,455.05
2024-05-27T11:00:00+05:30,455.0,455.85,454.9,455.2
2024-05-27T11:15:00+05:30,455.0,455.4,455.0,455.3
2024-05-27T11:30:00+05:30,455.05,456.0,454.85,455.6
2024-05-27T11:45:00+05:30,455.75,458.2,455.0,456.0
2024-05-27T12:00:00+05:30,456.0,456.5,455.0,455.5
2024-05-27T12:15:00+05:30,455.55,455.7,455.0,455.25
2024-05-27T12:30:00+05:30,455.05,455.75,455.0,455.35
2024-05-27T12:45:00+05:30,455.05,455.6,455.0,455.25
2024-05-27T13:00:00+05:30,455.05,455.4,454.5,455.25
2024-05-27T13:15:00+05:30,455.0,455.55,455.0,455.3
2024-05-27T13:30:00+05:30,455.3,455.55,455.0,455.3
2024-05-27T13:45:00+05:30,455.0,456.1,455.0,455.25
2024-05-27T14:00:00+05:30,455.25,455.9,455.0,455.9
2024-05-27T14:15:00+05:30,455.9,455.9,454.45,455.5
2024-05-27T14:30:00+05:30,455.45,455.5,454.95,455.45
2024-05-27T14:45:00+05:30,455.45,456.0,455.0,455.3
2024-05-27T15:00:00+05:30,455.3,455.6,455.0,455.35
2024-05-27T15:15:00+05:30,455.35,455.95,454.05,454.6
2024-05-28T09:15:00+05:30,457.8,459.9,453.55,455.15
2024-05-28T09:30:00+05:30,455.4,456.05,454.8,455.8
2024-05-28T09:45:00+05:30,455.3,455.95,455.1,455.25
