date,open,high,low,close
2024-05-21T15:15:00+05:30,23.25,23.3,23.2,23.25
2024-05-22T09:15:00+05:30,23.35,23.4,23.1,23.1
2024-05-22T09:30:00+05:30,23.15,23.2,22.9,22.95
2024-05-22T09:45:00+05:30,22.95,23.0,22.75,23.0
2024-05-22T10:00:00+05:30,23.0,23.0,22.9,23.0
2024-05-22T10:15:00+05:30,23.0,23.0,22.95,22.95
2024-05-22T10:30:00+05:30,23.0,23.0,22.95,22.95
2024-05-22T10:45:00+05:30,22.95,23.0,22.95,22.95
2024-05-22T11:00:00+05:30,23.0,23.0,22.9,22.95
2024-05-22T11:15:00+05:30,22.95,22.95,22.9,22.95
2024-05-22T11:30:00+05:30,22.9,22.95,22.9,22.95
2024-05-22T11:45:00+05:30,22.95,22.95,22.9,22.95
2024-05-22T12:00:00+05:30,22.9,22.95,22.9,22.95
2024-05-22T12:15:00+05:30,22.95,22.95,22.9,22.95
2024-05-22T12:30:00+05:30,22.95,22.95,22.9,22.95
2024-05-22T12:45:00+05:30,22.95,23.0,22.9,22.95
2024-05-22T13:00:00+05:30,22.95,22.95,22.9,22.95
2024-05-22T13:15:00+05:30,22.95,23.0,22.9,23.0
2024-05-22T13:30:00+05:30,22.95,23.0,22.9,22.95
2024-05-22T13:45:00+05:30,22.9,22.95,22.9,22.9
2024-05-22T14:00:00+05:30,22.9,23.0,22.9,22.95
2024-05-22T14:15:00+05:30,22.95,23.0,22.9,22.95
2024-05-22T14:30:00+05:30,22.95,22.95,22.9,22.95
2024-05-22T14:45:00+05:30,22.9,22.95,22.85,22.9
2024-05-22T15:00:00+05:30,22.9,23.1,22.85,23.0
2024-05-22T15:15:00+05:30,22.95,23.05,22.9,23.0
2024-05-23T09:15:00+05:30,23.05,23.2,23.0,23.05
2024-05-23T09:30:00+05:30,23.05,23.05,23.0,23.05
2024-05-23T09:45:00+05:30,23.05,23.1,22.95,23.1
2024-05-23T10:00:00+05:30,23.1,23.15,23.05,23.1
2024-05-23T10:15:00+05:30,23.05,23.15,23.05,23.15
2024-05-23T10:30:00+05:30,23.1,23.15,23.0,23.05
2024-05-23T10:45:00+05:30,23.05,23.05,23.0,23.0
2024-05-23T11:00:00+05:30,23.0,23.05,23.0,23.05
2024-05-23T11:15:00+05:30,23.05,23.05,23.0,23.05
2024-05-23T11:30:00+05:30,23.05,23.1,23.0,23.05
2024-05-23T11:45:00+05:30,23.1,23.15,23.05,23.1
2024-05-23T12:00:00+05:30,23.1,23.15,23.1,23.15
2024-05-23T12:15:00+05:30,23.15,23.15,23.1,23.15
2024-05-23T12:30:00+05:30,23.15,23.15,23.05,23.1
2024-05-23T12:45:00+05:30,23.05,23.1,23.05,23.1
2024-05-23T13:00:00+05:30,23.1,23.1,23.0,23.05
2024-05-23T13:15:00+05:30,23.0,23.1,23.0,23.0
2024-05-23T13:30:00+05:30,23.05,23.1,23.0,23.0
2024-05-23T13:45:00+05:30,23.05,23.05,23.0,23.05
2024-05-23T14:00:00+05:30,23.05,23.05,23.0,23.05
2024-05-23T14:15:00+05:30,23.0,23.05,23.0,23.05
2024-05-23T14:30:00+05:30,23.05,23.05,23.0,23.05
2024-05-23T14:45:00+05:30,23.05,23.1,23.0,23.05
2024-05-23T15:00:00+05:30,23.1,23.15,23.05,23.1
2024-05-23T15:15:00+05:30,23.1,23.1,23.0,23.1
2024-05-24T09:15:00+05:30,23.05,23.4,22.95,23.35
2024-05-24T09:30:00+05:30,23.35,23.35,23.05,23.1
2024-05-24T09:45:00+05:30,23.1,23.1,23.0,23.0
2024-05-24T10:00:00+05:30,23.05,23.05,23.0,23.0
2024-05-24T10:15:00+05:30,23.05,23.1,23.0,23.1
2024-05-24T10:30:00+05:30,23.1,23.1,23.05,23.05
2024-05-24T10:45:00+05:30,23.1,23.1,23.05,23.1
2024-05-24T11:00:00+05:30,23.05,23.15,23.05,23.15
2024-05-24T11:15:00+05:30,23.15,23.2,23.1,23.1
2024-05-24T11:30:00+05:30,23.15,23.15,23.1,23.15
2024-05-24T11:45:00+05:30,23.15,23.15,23.1,23.15
2024-05-24T12:00:00+05:30,23.1,23.15,23.1,23.15
2024-05-24T12:15:00+05:30,23.15,23.2,23.1,23.15
2024-05-24T12:30:00+05:30,23.15,23.15,23.1,23.1
2024-05-24T12:45:00+05:30,23.15,23.15,23.1,23.15
2024-05-24T13:00:00+05:30,23.1,23.15,23.05,23.05
2024-05-24T13:15:00+05:30,23.05,23.1,23.05,23.05
2024-05-24T13:30:00+05:30,23.05,23.1,23.05,23.05
2024-05-24T13:45:00+05:30,23.05,23.1,23.05,23.1
2024-05-24T14:00:00+05:30,23.1,23.1,23.05,23.1
2024-05-24T14:15:00+05:30,23.1,23.1,23.05,23.1
2024-05-24T14:30:00+05:30,23.1,23.1,23.05,23.1
2024-05-24T14:45:00+05:30,23.1,23.1,23.0,23.05
2024-05-24T15:00:00+05:30,23.05,23.1,23.0,23.05
2024-05-24T15:15:00+05:30,23.05,23.05,22.95,23.05
2024-05-27T09:15:00+05:30,23.05,23.25,23.0,23.15
2024-05-27T09:30:00+05:30,23.15,23.2,23.1,23.15
2024-05-27T09:45:00+05:30,23.15,23.2,22.8,22.85
2024-05-27T10:00:00+05:30,22.85,22.95,22.8,22.95
2024-05-27T10:15:00+05:30,22.95,22.95,22.9,22.9
2024-05-27T10:30:00+05:30,22.9,23.0,22.9,23.0
2024-05-27T10:45:00+05:30,22.95,23.0,22.85,22.9
2024-05-27T11:00:00+05:30,22.85,22.9,22.85,22.85
2024-05-27T11:15:00+05:30,22.85,22.9,22.85,22.9
2024-05-27T11:30:00+05:30,22.85,22.95,22.85,22.9
2024-05-27T11:45:00+05:30,22.95,22.95,22.9,22.9
2024-05-27T12:00:00+05:30,22.95,22.95,22.9,22.95
2024-05-27T12:15:00+05:30,22.95,22.95,22.9,22.95
2024-05-27T12:30:00+05:30,22.95,23.45,22.9,23.35
2024-05-27T12:45:00+05:30,23.4,23.4,23.15,23.2
2024-05-27T13:00:00+05:30,23.25,23.3,23.1,23.1
2024-05-27T13:15:00+05:30,23.15,23.2,23.1,23.15
2024-05-27T13:30:00+05:30,23.15,23.15,23.1,23.15
2024-05-27T13:45:00+05:30,23.15,23.15,23.1,23.15
2024-05-27T14:00:00+05:30,23.1,23.2,23.1,23.2
2024-05-27T14:15:00+05:30,23.15,23.2,23.15,23.2
2024-05-27T14:30:00+05:30,23.15,23.2,23.15,23.15
2024-05-27T14:45:00+05:30,23.2,23.2,23.0,23.05
2024-05-27T15:00:00+05:30,23.1,23.1,22.95,23.05
2024-05-27T15:15:00+05:30,23.1,23.15,22.95,23.0
2024-05-28T09:15:00+05:30,23.0,23.1,22.95,23.05
2024-05-28T09:30:00+05:30,23.05,23.05,22.8,22.9
2024-05-28T09:45:00+05:30,22.95,22.95,22.85,22.9
